filename,stratum,total_tokens,t1_count,t2_count,t3_count,t4_count,unknown_count,n_sentences,t4_ratio,common_ratio,distinct_t4,t4_variety,cooccur_pairs,cooccur_density,multi_concept_ratio,unknown_tokens
expert_06.txt,expert,428,118,170,0,7,133,35,0.0243,0.6729,4,0.0093,1,0.0286,0.1667,"[""accordance"", ""according"", ""advisable"", ""and/or"", ""applicable"", ""assemblies"", ""bilateral"", ""bound"", ""c"", ""calculations"", ""convention"", ""corresponding"", ""declaration"", ""declarations"", ""e.g."", ""erp"", ""eur.1"", ""european"", ""ex"", ""exceed"", ""exclusively"", ""exw"", ""framework"", ""heading"", ""hs"", ""hurdles"", ""i.e."", ""incomplete"", ""incorporated"", ""individually"", ""injection"", ""innovation"", ""input"", ""machinery"", ""manufacture"", ""manufactured"", ""manufacturing"", ""margins"", ""matrix"", ""mediterranean"", ""moulded"", ""mutually"", ""number"", ""numbers"", ""parallel"", ""parameters"", ""pem"", ""phase.1"", ""preferential"", ""proportion"", ""recognisable"", ""reflexively"", ""respective"", ""rethink"", ""screws"", ""shipments"", ""spare"", ""supplemented"", ""supplier"", ""suppliers"", ""switzerland"", ""systematically"", ""tariff"", ""tolerance"", ""transitional"", ""underlying"", ""wording"", ""works"", ""worthwhile""]"
expert_07.txt,expert,1120,187,474,0,44,415,64,0.0666,0.5902,15,0.0134,9,0.1406,0.3214,"[""abusive"", ""accelerating"", ""acceptance"", ""accordance"", ""according"", ""accra"", ""administrations"", ""administrative"", ""afcfta"", ""africa"", ""african"", ""alleviates"", ""ambitious"", ""annex"", ""apparatus"", ""apparel"", ""appendices"", ""appendix"", ""applicable"", ""arabic"", ""arrangements/"", ""assembly"", ""assistance"", ""au"", ""avenues"", ""beneficiaries"", ""boost"", ""boosting"", ""cameroon"", ""certificate"", ""certification"", ""certified"", ""changer"", ""chapters"", ""circulate"", ""circumvention"", ""commenced"", ""communities"", ""compliant"", ""comply"", ""comprehension"", ""comprehensive"", ""comprising"", ""confer"", ""conferring"", ""confidentiality"", ""considerable"", ""consignment"", ""constitute"", ""continental"", ""cooperation"", ""coordinated"", ""cumulation"", ""declaration"", ""dedicated"", ""deemed"", ""determination"", ""dispute"", ""diversification"", ""dubbed"", ""efficiently"", ""egypt"", ""eligible"", ""engagement"", ""english"", ""enhanced"", ""essentially"", ""etc"", ""eu"", ""european"", ""ex"", ""excludes"", ""exhaustive"", ""extracted"", ""facilitation"", ""flagship"", ""flexibilities"", ""flexibility"", ""framework"", ""french"", ""fulfilled"", ""ghana"", ""gross"", ""guided"", ""harmonisation"", ""harmonized"", ""harvested"", ""heading"", ""heads"", ""hs"", ""implementation"", ""implemented"", ""infant"", ""initiate"", ""input"", ""inputs/"", ""installed"", ""insufficient"", ""integration"", ""intra"", ""invoice"", ""issuance"", ""iv"", ""jointly"", ""kenya"", ""kickstart"", ""labelling"", ""legislation"", ""legislations"", ""manipulated"", ""manipulations"", ""manufacturing"", ""mauritius"", ""meaningful"", ""mixing"", ""mutual"", ""nationality"", ""non"", ""number"", ""officially"", ""organisations"", ""originate"", ""originating"", ""overview"", ""packaging"", ""para"", ""parties"", ""partnership"", ""pave"", ""penalties"", ""portuguese"", ""preferential"", ""preservation"", ""procedural"", ""processing"", ""programme"", ""projects"", ""promotion"", ""protocol"", ""provision"", ""provisions"", ""psrs"", ""recs"", ""regulate"", ""reloading"", ""remedies"", ""roo"", ""rules"", ""rwanda"", ""scope"", ""secretariat"", ""settlement"", ""specified"", ""stakeholders"", ""stipulates"", ""submission"", ""subsequently"", ""substantial"", ""sufficient"", ""sufficiently"", ""sustainable"", ""tailor"", ""tanzania"", ""tariff"", ""territorial"", ""territories"", ""textile"", ""threshold"", ""tolerance"", ""trading"", ""transformation"", ""transshipment"", ""tunisia"", ""undergo"", ""undergone"", ""unloading"", ""usd"", ""verification"", ""wco"", ""wholly"", ""widens"", ""works"", ""zones""]"
expert_08.txt,expert,1315,209,527,0,67,512,98,0.091,0.5597,13,0.0099,25,0.2551,0.3256,"[""absence"", ""accessibility"", ""accommodate"", ""accordingly"", ""activation"", ""administrative"", ""adoption"", ""advocated"", ""advocating"", ""aeo"", ""aeoc"", ""aeos"", ""agents"", ""akritidis"", ""ambitious"", ""amendment"", ""amendments"", ""analysed"", ""antov"", ""applicants"", ""attractiveness"", ""audit"", ""audited"", ""auditors"", ""authorisation"", ""authorisations"", ""authorised"", ""authors"", ""awareness"", ""behalf"", ""belgium"", ""blackman"", ""brokerage"", ""bulgaria"", ""bulgarian"", ""burdens"", ""burdensome"", ""bv"", ""ccrm"", ""centralised"", ""certificate"", ""challenging"", ""christina"", ""christopher"", ""clarification"", ""clarified"", ""clarity"", ""coexistence"", ""commentary"", ""comparative"", ""complexities"", ""complexity"", ""compliance"", ""compliant"", ""complications"", ""comply"", ""comprehensive"", ""confidential"", ""constitutes"", ""consult"", ""consulting"", ""crowell"", ""customsclear"", ""deferred"", ""denmark"", ""dhl"", ""disruption"", ""e.g."", ""editorial"", ""effectiveness"", ""efficiency"", ""eligibility"", ""emphasised"", ""emphasising"", ""enforcement"", ""enhancements"", ""enrika"", ""enterprises"", ""entities"", ""entitled"", ""equivalent"", ""era"", ""establishment"", ""eu"", ""eur"", ""european"", ""evolution"", ""exceeding"", ""excluding"", ""expansion"", ""explicitly"", ""facilitates"", ""facilitating"", ""familiarise"", ""foremost"", ""format"", ""forwarding"", ""framework"", ""freight"", ""fulfilling"", ""georgi"", ""german"", ""germany"", ""gmbh"", ""goranov"", ""harmonise"", ""holders"", ""hristina"", ""hristova"", ""hub"", ""hurdles"", ""ics2"", ""implement"", ""implementation"", ""implemented"", ""implications"", ""inclusiveness"", ""incomprehensible"", ""infrastructure"", ""infringement"", ""infringements"", ""ireland"", ""jason"", ""legislation"", ""legislative"", ""legitimate"", ""lengthy"", ""lithuania"", ""lithuanian"", ""logistics"", ""lpp"", ""ltd"", ""lux"", ""ma"", ""managing"", ""matt"", ""measured"", ""michael"", ""milestones"", ""minimal"", ""modernising"", ""momchil"", ""monitoring"", ""mutual"", ""naujoke"", ""netherlands"", ""non"", ""notable"", ""notably"", ""nsbs"", ""number"", ""obstacles"", ""offence"", ""officially"", ""operators"", ""organisation"", ""organisational"", ""osenbrüggen"", ""overview"", ""parliament"", ""perceived"", ""perception"", ""potentially"", ""practicality"", ""practitioners"", ""premises"", ""proactively"", ""programme"", ""programmes"", ""proportionate"", ""providers"", ""provisionally"", ""provisions"", ""reactivated"", ""readiness"", ""realise"", ""recognised"", ""recognition"", ""reform"", ""regulatory"", ""reluctant"", ""resolution"", ""respondents"", ""restored"", ""revoked"", ""rigorous"", ""robust"", ""sabine"", ""safeguards"", ""scenario"", ""scrutiny"", ""sentiment"", ""sharing"", ""siemens"", ""simplification"", ""simplifications"", ""simplified"", ""smes"", ""solvency"", ""spain"", ""stakeholder"", ""stakeholders"", ""standards"", ""states"", ""streamlining"", ""strictly"", ""stringent"", ""subsequent"", ""suspended"", ""suspension"", ""t&c"", ""t&c."", ""taxation"", ""theoretical"", ""timeframe"", ""timetable"", ""trader"", ""traders"", ""transformation"", ""transparency"", ""transparent"", ""trusted"", ""ucc"", ""uk"", ""uncertain"", ""uncertainty"", ""unclear"", ""underlined"", ""uneven"", ""unfold"", ""unitax"", ""unnoticed"", ""unresolved"", ""untapped"", ""vague"", ""valid"", ""vassilis"", ""violations"", ""vs"", ""waiver"", ""€""]"
expert_09.txt,expert,3196,534,1279,0,370,1013,183,0.2041,0.5673,38,0.0119,369,2.0164,0.621,"[""102(2)(b"", ""102(4"", ""104(2"", ""109(2)(2nd"", ""110(2"", ""119(1"", ""120(1"", ""123(2)(c"", ""124(1)(b"", ""128(3a)(c"", ""159(2"", ""176(2"", ""176(3"", ""18(3)(2nd"", ""181(4"", ""187(2"", ""191(1)(c"", ""20(1)(c"", ""20(3)(e"", ""201(1"", ""21(1"", ""211(3)(b"", ""24(4"", ""25(3)(e"", ""25(3)(f"", ""25(7"", ""27(1"", ""27(1)(3rd"", ""27(3"", ""27(6"", ""31(1"", ""38(6"", ""39(e"", ""3pl"", ""59(3"", ""62(1"", ""82(2"", ""88(3)(a"", ""95(2"", ""96(1"", ""abolish"", ""abolished"", ""abolition"", ""accelerate"", ""accessible"", ""accordance"", ""according"", ""accountability"", ""accounting"", ""administrative"", ""aeo"", ""aeoc"", ""aeocs"", ""aeos"", ""albeit"", ""alia"", ""align"", ""alignment"", ""alternatively"", ""amendment"", ""amendments"", ""and/or"", ""annex"", ""applicable"", ""applicant"", ""applicants"", ""appointing"", ""arts"", ""assistance"", ""assurance"", ""attractiveness"", ""audit"", ""auditors"", ""authorisation"", ""authorisations"", ""authorised"", ""avert"", ""b"", ""baseline"", ""behalf"", ""beneficiaries"", ""blanket"", ""buyer"", ""cbam"", ""centralisation"", ""centralised"", ""certification"", ""cf"", ""circulation"", ""clarification"", ""clarified"", ""clarifying"", ""coherent"", ""commerce"", ""compendium"", ""competent"", ""compliance"", ""complies"", ""comply"", ""comprehensive"", ""compulsory"", ""conformity"", ""consequently"", ""considerably"", ""consignee"", ""consignment"", ""consignor"", ""constitutes"", ""consultation"", ""consumption"", ""contra"", ""contradicts"", ""cooperate"", ""cooperation"", ""corrections"", ""correctness"", ""corresponding"", ""corresponds"", ""d"", ""da"", ""declaration"", ""declarations"", ""deduce"", ""deduced"", ""deemed"", ""defer"", ""deferment"", ""deferral"", ""deferred"", ""deforestation"", ""delegated"", ""deliberations"", ""depriving"", ""designation"", ""deterioration"", ""deviate"", ""directives"", ""disproportionate"", ""disproportionately"", ""documentation"", ""duplication"", ""e"", ""e.g."", ""eliminates"", ""elimination"", ""empower"", ""empowered"", ""empowerment"", ""enterprises"", ""entitled"", ""entitlement"", ""envisaged"", ""envisages"", ""ep"", ""equivalent"", ""erp"", ""essentially"", ""establishment"", ""eu"", ""european"", ""evaluation"", ""evolve"", ""exacerbated"", ""excessive"", ""excise"", ""excluded"", ""exemption"", ""expiry"", ""explanatory"", ""explicitly"", ""extension"", ""facilitate"", ""facilitation"", ""facilitations"", ""fake"", ""fiscal"", ""forwarders"", ""framework"", ""fraud"", ""freight"", ""fulfil"", ""fulfilled"", ""fulfilment"", ""granting"", ""graph"", ""graphs"", ""guidance"", ""handover"", ""heijmann"", ""holder"", ""holders"", ""hub"", ""hubs"", ""i.e."", ""ia"", ""identical"", ""illogical"", ""implementation"", ""implicit"", ""importer’s"", ""incoming"", ""incomplete"", ""incomprehensible"", ""incurred"", ""incurring"", ""individually"", ""infringement"", ""infringements"", ""innovations"", ""insofar"", ""inspection"", ""intensive"", ""inter"", ""interfaces"", ""interim"", ""intermediaries"", ""internationally"", ""intervention"", ""invalidation"", ""invoices"", ""irregularities"", ""irrespective"", ""issuers"", ""jeopardise"", ""junctions"", ""keepers"", ""labour"", ""legislation"", ""liability"", ""liable"", ""licences"", ""linking"", ""lodge"", ""logic"", ""logistics"", ""losers"", ""mandatory"", ""manufacturer"", ""materialise"", ""meantime"", ""micro"", ""mode"", ""modelling"", ""monitoring"", ""multinational"", ""mutual"", ""necessity"", ""newly"", ""non"", ""nonfinancial"", ""nonfiscal"", ""notably"", ""notification"", ""novelty"", ""number"", ""obstacles"", ""onward"", ""opt"", ""opted"", ""organisation"", ""outgoing"", ""overarching"", ""overstated"", ""p."", ""para"", ""parliament"", ""participation"", ""partnership"", ""passports"", ""periodic"", ""periodically"", ""permissible"", ""peters"", ""practicality"", ""pre"", ""preference"", ""preferential"", ""premises"", ""prescribed"", ""prior"", ""privileged"", ""proceedings"", ""productive"", ""profitability"", ""progressively"", ""prohibitions"", ""proportion"", ""proportionate"", ""provider"", ""providers"", ""provision"", ""provisions"", ""questionable"", ""quota"", ""r"", ""reassess"", ""recitals"", ""recognition"", ""reduced"", ""reform"", ""reformed"", ""refund"", ""refunds"", ""regardless"", ""regime"", ""regulations"", ""rejection"", ""reliability"", ""replacement"", ""reporting"", ""representation"", ""reputable"", ""reputational"", ""restriction"", ""restrictions"", ""restrictive"", ""revisions"", ""rightly"", ""scenario"", ""scheme"", ""scope"", ""selective"", ""sharing"", ""simplification"", ""simplifications"", ""simplified"", ""sized"", ""smes"", ""specialised"", ""specification"", ""states"", ""sub"", ""subsequent"", ""subtracting"", ""sufficient"", ""summarised"", ""supervision"", ""supplementary"", ""supplemented"", ""suppliers"", ""surveillance"", ""suspensive"", ""suspicious"", ""t&c"", ""t&c."", ""t&cs"", ""tap"", ""tariff"", ""taxes"", ""territory"", ""tracking"", ""trader"", ""traders"", ""trading"", ""transaction"", ""transitional"", ""transmission"", ""transmit"", ""transmitted"", ""transmitting"", ""transparency"", ""transparent"", ""triggering"", ""trusted"", ""trustworthy"", ""ucc"", ""unavailability"", ""uncertainty"", ""underlying"", ""understated"", ""unloading"", ""usage"", ""vat"", ""violations"", ""waiver"", ""warehouse"", ""warehousing"", ""weeding"", ""withdraw"", ""withdrawn"", ""workload""]"
expert_10.txt,expert,1106,182,376,0,98,450,80,0.1756,0.5045,27,0.0244,80,1.0,0.4706,"[""academy"", ""additionally"", ""administrative"", ""admission"", ""adoption"", ""advocate"", ""aeo"", ""aeoc"", ""aeos"", ""affidavit"", ""agents"", ""agriculture"", ""align"", ""aligning"", ""alignment"", ""alleged"", ""alliance"", ""ambitious"", ""america"", ""applicants"", ""argentina"", ""asia"", ""attractiveness"", ""audits"", ""authorisation"", ""authorisations"", ""authorised"", ""aviation"", ""bolivia"", ""brazil"", ""brazilian"", ""calculations"", ""canada"", ""cargo"", ""ccrm"", ""certificate"", ""certificates"", ""certification"", ""certified"", ""chile"", ""china"", ""clarify"", ""classification"", ""colombia"", ""commercially"", ""comparable"", ""complementary"", ""compliance"", ""comply"", ""comprehensive"", ""comprising"", ""confirmation"", ""conformity"", ""consultations"", ""consultative"", ""contamination"", ""cooperation"", ""costa"", ""cources"", ""declaration"", ""declarations"", ""dedicated"", ""defence"", ""depositaries"", ""depositories"", ""determination"", ""disclosure"", ""dispensing"", ""diversity"", ""documentation"", ""dominican"", ""dynamics"", ""e.g."", ""editorial"", ""eduardo"", ""efficiently"", ""encouragingly"", ""etc"", ""eu"", ""europe"", ""european"", ""evaluation"", ""evolve"", ""evolving"", ""exempt"", ""exemption"", ""exporters"", ""extension"", ""familiarise"", ""formally"", ""formulas"", ""forum"", ""forwarders"", ""founder"", ""framework"", ""frameworks"", ""freight"", ""guatemala"", ""harmonised"", ""hong"", ""i.e."", ""ii"", ""iii"", ""illicit"", ""ilona"", ""implementation"", ""implemented"", ""implementing"", ""importers"", ""independently"", ""indicators"", ""inspections"", ""integrated"", ""integrates"", ""integration"", ""interconnected"", ""interference"", ""intermediary"", ""irregularities"", ""israel"", ""israeli"", ""kong"", ""korea"", ""kyryievskyi"", ""legislation"", ""legislative"", ""legitimate"", ""leite"", ""licence"", ""mainteaining"", ""managing"", ""mandatory"", ""mathematical"", ""matures"", ""mechanism"", ""medicines"", ""mercosur"", ""metrology"", ""mexico"", ""ministries"", ""mishchenko"", ""modalities"", ""modality"", ""modernise"", ""modes"", ""module"", ""modules"", ""mra"", ""mras"", ""mutual"", ""negotiated"", ""negotiating"", ""non"", ""number"", ""odesa"", ""oleg"", ""omer"", ""operational"", ""operators"", ""organisation"", ""overview"", ""pacific"", ""paraguay"", ""partially"", ""participation"", ""partnerships"", ""penalise"", ""personnel"", ""peru"", ""phd"", ""pre"", ""prioritised"", ""procedural"", ""proceedings"", ""proceeds"", ""processing"", ""products"", ""programme"", ""programmes"", ""recognition"", ""redex"", ""reform"", ""regime"", ""registration"", ""regulatory"", ""republic"", ""respectively"", ""revenue"", ""rica"", ""russia"", ""satisfactory"", ""scope"", ""secex"", ""secretariat"", ""seminars"", ""serbia"", ""shipments"", ""simplifications"", ""simplified"", ""solvency"", ""states"", ""streamline"", ""streamlined"", ""strengthen"", ""strengthens"", ""sufficient"", ""surveillance"", ""suspended"", ""suspension"", ""t&c"", ""tailored"", ""taiwan"", ""testament"", ""traders"", ""trading"", ""transaction"", ""transporters"", ""ukraine"", ""ukrainian"", ""uncertainties"", ""undergo"", ""undergoing"", ""underlines"", ""undoubtedly"", ""upheld"", ""uruguay"", ""usa"", ""valid"", ""verification"", ""verified"", ""viability"", ""voluntary"", ""wagner"", ""warehouses"", ""waterway"", ""wco""]"
expert_11.txt,expert,465,109,162,0,40,154,37,0.1476,0.5828,11,0.0237,25,0.6757,0.5,"[""abreast"", ""adhered"", ""amendments"", ""audit"", ""auspices"", ""b.v."", ""blocs"", ""bolster"", ""bound"", ""bug"", ""cargo"", ""certificate"", ""clarification"", ""clarifications"", ""clarify"", ""clarity"", ""compliance"", ""compliant"", ""composition"", ""concrete"", ""consigned"", ""consignee"", ""consignment"", ""consignments"", ""contractual"", ""crafting"", ""declaration"", ""documentation"", ""eu"", ""evfta"", ""execution"", ""expressly"", ""factual"", ""fta"", ""ftas"", ""guidance"", ""hydraulic"", ""hypothetical"", ""i.e."", ""immense"", ""impart"", ""importer/"", ""inconsistencies"", ""infancy"", ""invoices"", ""lading"", ""legislation"", ""logistics"", ""manipulation"", ""manufacturing"", ""modifications"", ""netherlands"", ""non"", ""noteworthy"", ""numbering"", ""packing"", ""partnership"", ""powerhouse"", ""premier"", ""protocol"", ""reap"", ""reputable"", ""respective"", ""rotterdam"", ""rules"", ""scenario"", ""se"", ""shield"", ""shipments"", ""shipping"", ""singapore"", ""smoothly"", ""spare"", ""specified"", ""splitting"", ""streamline"", ""sufficient"", ""territory"", ""tools"", ""traceable"", ""trading"", ""transshipment"", ""undoubtedly"", ""unloaded"", ""v5"", ""vietnam"", ""wisely"", ""workaround""]"
expert_12.txt,expert,1215,195,483,0,100,437,77,0.1475,0.558,16,0.0132,48,0.6234,0.4314,"[""1990s"", ""absence"", ""abuse"", ""accede"", ""accelerate"", ""accession"", ""according"", ""acquis"", ""additionally"", ""aeo"", ""alignment"", ""allocating"", ""alongside"", ""analog"", ""analyses"", ""applicant"", ""applicants"", ""approximated"", ""approximation"", ""armenia"", ""assistance"", ""attractiveness"", ""authorizations"", ""authorized"", ""automated"", ""azerbaijan"", ""belarus"", ""c"", ""cabinet"", ""calculation"", ""cefta"", ""centre"", ""chd"", ""checkpoints"", ""co"", ""coefficients"", ""coercive"", ""compatibility"", ""compatible"", ""complementing"", ""compliance"", ""complicity"", ""comprised"", ""comprises"", ""computerisation"", ""computerization"", ""computerized"", ""conformity"", ""consignee"", ""consignees"", ""consignor"", ""contracting"", ""contrary"", ""convention"", ""conventional"", ""conventions"", ""cpma"", ""declarations"", ""dedicated"", ""deployed"", ""deploying"", ""deployment"", ""derive"", ""dg"", ""differentiation"", ""directorate"", ""discontinue"", ""discontinuing"", ""distorted"", ""ea"", ""ec"", ""ee"", ""efta"", ""emergence"", ""emphasised"", ""eni"", ""eni/2017/040"", ""envisages"", ""ets"", ""eu"", ""eu4pfm"", ""eurasian"", ""european"", ""evaluation"", ""excessively"", ""extension"", ""extensive"", ""fiscal"", ""formalities"", ""formally"", ""framework"", ""fraud"", ""fulfilling"", ""functioning"", ""georgia"", ""guaranties"", ""harmonized"", ""i.e."", ""identification"", ""im"", ""implement"", ""implementation"", ""implementing"", ""importantly"", ""inspector-2006"", ""institutional"", ""instrumental"", ""integrated"", ""integration"", ""interconnection"", ""interconnections"", ""interfaces"", ""internationaux"", ""irrespectively"", ""iteration"", ""jointly"", ""legislation"", ""legislative"", ""liberal"", ""lithuania"", ""localization"", ""localized"", ""lodge"", ""lodged"", ""makers"", ""methodology"", ""ministers"", ""ministry"", ""modernisation"", ""modules"", ""moldova"", ""motivation"", ""multilateral"", ""mutual"", ""ncts"", ""neighbourhood"", ""neighbouring"", ""newly"", ""non"", ""number"", ""operational"", ""overlapping"", ""paperless"", ""para"", ""parties"", ""partnership"", ""peculiarities"", ""portal"", ""potentially"", ""pre"", ""precise"", ""preconditions"", ""predictable"", ""preliminary"", ""premises"", ""primarily"", ""procure"", ""programme"", ""programmes"", ""proportionally"", ""provision"", ""readiness"", ""recourses"", ""regimes"", ""regulative"", ""remarkable"", ""republic"", ""respective"", ""revenue"", ""rigorous"", ""rollout"", ""routiers"", ""sida"", ""simplification"", ""simplifications"", ""skip"", ""solvency"", ""states"", ""streaming"", ""submission"", ""subsequent"", ""suitableness"", ""supranational"", ""swedish"", ""t1ua"", ""taxation"", ""taxud"", ""tc"", ""telecommunication"", ""tendency"", ""territory"", ""tir"", ""trader"", ""traders"", ""transports"", ""triggers"", ""twinning"", ""ukraine"", ""ukrainian"", ""upgraded"", ""usage"", ""utilization"", ""utilized"", ""utilizes"", ""utilizing"", ""validation"", ""voluntarily"", ""vulnerability"", ""withdrawing""]"
expert_13.txt,expert,1455,332,562,0,214,347,132,0.2394,0.6144,36,0.0247,181,1.3712,0.5368,"[""57(3"", ""744.6(b"", ""85(1"", ""86(3"", ""a."", ""academy"", ""acceptance"", ""accordance"", ""according"", ""accounting"", ""administrative"", ""aduaneiras"", ""advisable"", ""advocate"", ""aeo"", ""amended"", ""analyse"", ""annette"", ""antov"", ""applicable"", ""argentina"", ""ata"", ""audits"", ""authorisations"", ""authors"", ""aw"", ""awb"", ""b"", ""belgium"", ""beneficial"", ""besuspariene"", ""bis"", ""brazil"", ""bulgaria"", ""bureau"", ""calculation"", ""cargo"", ""carnet"", ""challenges"", ""china"", ""christelle"", ""circuits"", ""circulation"", ""classification"", ""classified"", ""comical"", ""commerce"", ""comply"", ""confiscate"", ""constitute"", ""consultant"", ""contractual"", ""convention"", ""correspondence"", ""corresponding"", ""cpd"", ""cursos"", ""custax"", ""d."", ""declaration"", ""denial"", ""destined"", ""discharging"", ""disclosure"", ""dr"", ""dubouchet"", ""e"", ""e.g."", ""economics"", ""eduardo"", ""emphasised"", ""encompass"", ""enrika"", ""equivalent"", ""erika"", ""errors"", ""etc"", ""eu"", ""european"", ""examined"", ""excise"", ""extension"", ""extraterritorial"", ""facilitating"", ""firstly"", ""forma"", ""formalisation"", ""forth"", ""france"", ""fraud"", ""generalising"", ""german"", ""germany"", ""gottifredi"", ""hopes"", ""implementing"", ""implicates"", ""importing"", ""incurred"", ""infringements"", ""inspection"", ""integrated"", ""interruption"", ""invoice"", ""irrelevant"", ""israel"", ""israeli"", ""lading"", ""lawsuit"", ""legislation"", ""leite"", ""liability"", ""limitation"", ""lithuania"", ""lithuanian"", ""lux"", ""magnus"", ""manufacture"", ""maria"", ""michael"", ""minimise"", ""mitigate"", ""mitigating"", ""mitigation"", ""modification"", ""momchil"", ""naujokė"", ""nettes`globaltrade"", ""nomenclature"", ""non"", ""number"", ""omer"", ""ordinance"", ""packing"", ""paperwork"", ""payable"", ""penalties"", ""persons"", ""pillars"", ""practitioners"", ""prax"", ""preference"", ""preferential"", ""premises"", ""pro"", ""procedure(s"", ""procedures"", ""programme"", ""prohibitions"", ""provisions"", ""pursuant"", ""pwc"", ""quota"", ""refunded"", ""regulated"", ""regulations"", ""reiser"", ""rejection"", ""reporting"", ""resell"", ""restrictions"", ""rinnert"", ""sanctions"", ""sandra"", ""semiconductors"", ""servicing"", ""shipment"", ""shipping"", ""simplifications"", ""simplifications/"", ""solvency"", ""specified"", ""stipulates"", ""storage"", ""subdivision"", ""subheading"", ""subsequently"", ""suspension/"", ""switzerland"", ""t1"", ""tariff"", ""tariffs"", ""taxation"", ""taxes"", ""temporarily"", ""territorial"", ""territory"", ""transmission"", ""transmitting"", ""treinamentos"", ""tsenov"", ""ucc"", ""unaware"", ""underestimated"", ""valuation"", ""vat"", ""versus"", ""voluntary"", ""vytautas"", ""wagner"", ""warehousing"", ""wto""]"
expert_14.txt,expert,917,143,305,0,43,426,44,0.096,0.4885,8,0.0087,13,0.2955,0.36,"[""accize"", ""according"", ""adl"", ""agenzia"", ""al"", ""alka"", ""allocation"", ""alloy"", ""amazon"", ""american"", ""amsterdam"", ""analyses"", ""analyzed"", ""and/or"", ""argumentation"", ""automated"", ""autoritatea"", ""avoidance"", ""baltic"", ""binding"", ""bti"", ""btis"", ""bucurești"", ""bv"", ""c-199/09"", ""c-286/15"", ""c-291/11"", ""c-35/93"", ""c-382/09"", ""c-450/12"", ""c-635/13"", ""cjeu"", ""classification"", ""classified"", ""classifying"", ""cn"", ""co"", ""co."", ""coincides"", ""collisions"", ""combined"", ""comparative"", ""complexity"", ""consistently"", ""copying"", ""dataline"", ""delle"", ""dell’agenzia"", ""di"", ""dienests"", ""digit"", ""direcţia"", ""direcția"", ""disputes"", ""doctrine"", ""dogane"", ""dr."", ""duisburg"", ""e."", ""e.g."", ""eec"", ""eisbein"", ""emergence"", ""empirical"", ""essence"", ""establishment"", ""et"", ""eu"", ""europe"", ""european"", ""expertise"", ""explanatory"", ""federative"", ""financiën"", ""finanţelor"", ""freight"", ""g."", ""galați"", ""gavier"", ""generală"", ""germany"", ""gmbh"", ""gāze"", ""hannover"", ""hark"", ""harmonized"", ""hauptzollamt"", ""heading"", ""headings"", ""hereinafter"", ""heterogeneous"", ""heterogenous"", ""homogeneous"", ""hsens"", ""i."", ""i.e."", ""ieņēmumu"", ""implementation"", ""inappropriate"", ""incomplete"", ""incorrect"", ""inequality"", ""initiated"", ""interpretation"", ""interpretations"", ""issuing"", ""italia"", ""javorcik"", ""judicial"", ""jurisprudence"", ""kachelofenbau"", ""kamin"", ""kg"", ""krefeld"", ""latvia"", ""latvijas"", ""laurinavičius"", ""liberal"", ""linguistic"", ""lithuania"", ""logistics"", ""met"", ""milano"", ""municipiului"", ""narciso"", ""națională"", ""nomenclature"", ""notes"", ""number"", ""operațiuni"", ""originating"", ""panasonic"", ""para"", ""payable"", ""pentru"", ""primarily"", ""propāna"", ""provision"", ""publice"", ""rauch"", ""regională"", ""regulates"", ""reiterated"", ""repeatedly"", ""republic"", ""rohm"", ""rovetta"", ""sc"", ""scerni"", ""schenker"", ""semiconductor"", ""settlement"", ""sia"", ""significance"", ""spa"", ""srl"", ""staatssecretaris"", ""stainless"", ""states"", ""statistical"", ""stils"", ""stuttgart"", ""subheading"", ""sàrl"", ""tariff"", ""technological"", ""territory"", ""theoretical"", ""tnt"", ""ucc"", ""ufficio"", ""und"", ""universal"", ""v."", ""valantiejus"", ""valsts"", ""vamale"", ""vermulst"", ""verona"", ""vămilor"", ""wco"", ""și""]"
expert_15.txt,expert,851,109,391,0,107,244,61,0.214,0.5875,10,0.0118,42,0.6885,0.4074,"[""accordance"", ""according"", ""accreditation"", ""accreditations"", ""accredited"", ""administered"", ""administrative"", ""admissibility"", ""allocation"", ""analogous"", ""analysed"", ""analyses"", ""analyst"", ""authorized"", ""burden"", ""certification"", ""certified"", ""clarification"", ""clarify"", ""classification"", ""classified"", ""classify"", ""classifying"", ""cn"", ""combined"", ""competence"", ""completeness"", ""compliance"", ""composition"", ""comprehensiveness"", ""concluding"", ""consequently"", ""consignment"", ""consistency"", ""determination"", ""discrepancies"", ""dispute"", ""disputes"", ""eliminated"", ""entities"", ""entity"", ""essence"", ""eu"", ""european"", ""evidentiary"", ""executing"", ""extensive"", ""formulated"", ""heading"", ""hereinafter"", ""i.e."", ""identical"", ""impartial"", ""implementing"", ""incorrectly"", ""integrated"", ""interpretation"", ""legally"", ""likelihood"", ""lithuania"", ""lithuanian"", ""motivate"", ""nomenclature"", ""nomenclatures"", ""non"", ""outweigh"", ""pending"", ""precondition"", ""protocol"", ""provision"", ""provisions"", ""rebut"", ""rebuttal"", ""rebutted"", ""refute"", ""republic"", ""resolution"", ""rules"", ""ruling"", ""significance"", ""subdivisions"", ""subheadings"", ""submission"", ""substantial"", ""supreme"", ""taric"", ""tariff"", ""taxes"", ""taxpayer"", ""testing"", ""thereon"", ""unresolved"", ""validity"", ""verify"", ""wording""]"
